institucion_origen,institucion_destino,soporte_total,n_pares_servicio,lift_max,categoria
Servicio Electoral,Subsecretaría de Economía y Empresas de Menor Tamaño,1985,2,10.54,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Certificadora del Sur,1984,1,1.5,efecto_base_lift_bajo
Subsecretaría de Economía y Empresas de Menor Tamaño,Municipalidad de Quilicura,1979,1,2.26,candidato_sin_verificar
Caja de Previsión de la Defensa Nacional,Subsecretaría de Telecomunicaciones,1979,1,1.45,efecto_base_lift_bajo
Subsecretaría de Telecomunicaciones,Subsecretaría de Vivienda y Urbanismo,1977,2,2.67,candidato_sin_verificar
Subsecretaría de Hacienda,Subsecretaría de Evaluación Social,1955,1,9.16,artefacto_vus
Ministerio Público,Municipalidad de Quilicura,1954,1,2.4,candidato_sin_verificar
Poder Judicial,Servicio de Salud Coquimbo,1954,3,2.02,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Defensa Civil de Chile,1953,1,1.35,efecto_base_lift_bajo
Poder Judicial,Ministerio del Medio Ambiente,1952,2,1.42,efecto_base_lift_bajo
Subsecretaría de Justicia,Servicio Nacional del Consumidor,1950,1,1.81,candidato_sin_verificar
Corporación Nacional de Desarrollo Indígena,Subsecretaría de Economía y Empresas de Menor Tamaño,1948,1,2.49,candidato_sin_verificar
ACEPTA.COM S.A.,Subsecretaría de Previsión Social,1945,1,1.95,confirmado_acepta
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Municipalidad de Colina,1943,2,1.87,candidato_sin_verificar
"Ministerio de las Culturas, las Artes y el Patrimonio",Ministerio Público,1939,1,2.07,candidato_sin_verificar
Comisión para el Mercado Financiero,Centro de Referencia de Salud de Peñalolén Cordillera Oriente,1936,1,1.31,efecto_base_lift_bajo
Ministerio de Transportes y Telecomunicaciones,Ministerio Público,1935,1,1.66,candidato_sin_verificar
Superintendencia de Salud,Subsecretaría de Hacienda,1926,2,2.18,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Superintendencia de Casinos de Juego,1925,1,1.52,candidato_sin_verificar
Subsecretaría de Desarrollo Regional y Administrativo,Servicio de Salud Araucanía Sur,1920,1,1.71,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Tribunal Calificador de Elecciones de Chile‎,1917,1,1.32,efecto_base_lift_bajo
Subsecretaría de Obras Públicas,Servicio de Impuestos Internos,1916,1,3.12,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Instituto de Seguridad Laboral,1915,1,5.95,candidato_sin_verificar
Instituto de Seguridad Laboral,Subsecretaría de Desarrollo Regional y Administrativo,1912,1,2.95,candidato_sin_verificar
Ministerio del Medio Ambiente,Ministerio Público,1905,1,2.55,candidato_sin_verificar
Dirección de Previsión de Carabineros de Chile,Subsecretaría de Justicia,1904,1,2.03,candidato_sin_verificar
Universidad de Chile,Subsecretaría de Desarrollo Regional y Administrativo,1902,1,4.59,candidato_sin_verificar
Servicio de Cooperación Técnica,Subsecretaría de Bienes Nacionales,1902,1,4.54,candidato_sin_verificar
Comisión para el Mercado Financiero,Ministerio del Medio Ambiente,1901,1,1.5,candidato_sin_verificar
Dirección del Trabajo,Subsecretaría General de la Presidencia de la República,1900,1,1.74,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Subsecretaría de Vivienda y Urbanismo,1898,2,4.95,candidato_sin_verificar
Dirección General del Territorio Marítimo y de Marina Mercante,Ministerio Público,1897,1,1.37,efecto_base_lift_bajo
Municipalidad de Ñuñoa,Universidad de Chile,1894,1,5.24,candidato_sin_verificar
Instituto de Previsión Social,Dirección de Contabilidad y Finanzas,1893,2,1.63,candidato_sin_verificar
Servicio Electoral,Tribunal Calificador de Elecciones de Chile‎,1891,2,6.6,candidato_sin_verificar
Subsecretaría del Interior,Poder Judicial,1888,1,29.46,candidato_sin_verificar
Secretaría de Gobierno Digital,Fuerza Aérea de Chile,1885,1,1.28,efecto_base_lift_bajo
Subsecretaría de Transportes,Municipalidad de Providencia,1883,1,11.76,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Municipalidad de Colina,1882,1,2.05,candidato_sin_verificar
Servicio Agrícola y Ganadero,Poder Judicial,1877,1,2.94,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,Certificadora del Sur,1876,1,1.82,candidato_sin_verificar
Servicio Nacional del Patrimonio Cultural,Subsecretaría de Justicia,1869,1,2.28,candidato_sin_verificar
Instituto de Desarrollo Agropecuario,AFP Uno,1869,1,1.93,candidato_sin_verificar
ACEPTA.COM S.A.,Municipalidad de Puente Alto,1865,1,1.27,confirmado_acepta
Servicio de Impuestos Internos,Agencia Nacional de Ciberseguridad,1862,1,2.63,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Ministerio del Interior,1859,1,4.18,candidato_sin_verificar
Municipalidad de Los Angeles,Ministerio Público,1859,1,1.79,candidato_sin_verificar
Defensoría Penal Pública,Consejo Nacional de Televisión,1854,1,1.94,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Defensoría Penal Pública,1853,1,1.73,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Municipalidad de Puente Alto,1846,1,2.72,candidato_sin_verificar
Servicio Agrícola y Ganadero,Dirección General de Movilización Nacional,1841,1,4.36,candidato_sin_verificar
Instituto de Desarrollo Agropecuario,Subsecretaría de Economía y Empresas de Menor Tamaño,1839,2,5.86,candidato_sin_verificar
Dirección del Trabajo,Municipalidad de Coronel,1839,1,1.45,efecto_base_lift_bajo
Comisión para el Mercado Financiero,Municipalidad de Vitacura,1835,1,2.1,candidato_sin_verificar
Poder Judicial,Municipalidad de Vitacura,1833,2,1.94,candidato_sin_verificar
Subsecretaría de Educación,Comisión para la Integridad Pública y Transparencia,1832,2,1.97,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Centro de Referencia de Salud de Peñalolén Cordillera Oriente,1830,2,10.85,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,1830,1,1.42,efecto_base_lift_bajo
Municipalidad de Valparaíso,Subsecretaría de Redes Asistenciales,1829,2,1.56,candidato_sin_verificar
Poder Judicial,Municipalidad de Santiago,1825,2,1.91,candidato_sin_verificar
Subsecretaría de Salud Pública,Instituto de Salud Pública de Chile,1824,2,4.41,candidato_sin_verificar
Central de Abastecimiento del Sistema Nacional de Servicios de Salud,Subsecretaría de Redes Asistenciales,1824,2,3.26,candidato_sin_verificar
Contraloría General de la República,Subsecretaría del Interior,1821,1,13.44,candidato_sin_verificar
Instituto de Previsión Social,Consejo de Defensa del Estado,1819,2,3.0,candidato_sin_verificar
Poder Judicial,Servicio de Salud Maule,1819,2,1.93,candidato_sin_verificar
Servicio de Cooperación Técnica,Servicio de Impuestos Internos,1813,1,4.84,candidato_sin_verificar
Subsecretaría de Telecomunicaciones,Subsecretaría de Economía y Empresas de Menor Tamaño,1808,1,2.73,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,AFP Uno,1795,1,1.34,efecto_base_lift_bajo
Contraloría General de la República,Servicio Agrícola y Ganadero,1791,1,3.31,candidato_sin_verificar
Servicio de Salud Maule,Municipalidad de San Clemente,1787,1,32.36,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Servicio Nacional de Protección Especializada a la Niñez y Adolescencia,1786,1,12.08,candidato_sin_verificar
Subsecretaría General de la Presidencia de la República,Fondo de Solidaridad e Inversión Social,1781,1,2.29,candidato_sin_verificar
Poder Judicial,Fuerza Aérea de Chile,1772,2,1.55,candidato_sin_verificar
Ministerio Público,Junta Nacional de Jardines Infantiles,1765,1,1.63,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Municipalidad de Vitacura,1764,1,9.02,candidato_sin_verificar
BPO Advisors SpA,Subsecretaría de Prevención del Delito,1758,1,1.79,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Municipalidad de Valdivia,1751,3,3.71,candidato_sin_verificar
Municipalidad de Las Condes,Dirección General de Movilización Nacional,1748,1,2.92,candidato_sin_verificar
Subsecretaría del Trabajo,Municipalidad de Quilicura,1748,1,1.56,candidato_sin_verificar
Corporación Nacional de Desarrollo Indígena,Subsecretaría de Bienes Nacionales,1741,1,3.26,candidato_sin_verificar
Superintendencia del Medio Ambiente,Subsecretaría de Redes Asistenciales,1740,1,2.12,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Dirección General del Crédito Prendario,1736,2,3.16,candidato_sin_verificar
Universidad de Santiago de Chile,Subsecretaría de Redes Asistenciales,1734,1,1.89,candidato_sin_verificar
Instituto Nacional de Estadísticas,Servicio de Salud Maule,1728,2,1.96,candidato_sin_verificar
Dirección de Previsión de Carabineros de Chile,Servicio Nacional de Aduanas,1726,2,3.94,candidato_sin_verificar
Instituto de Previsión Social,Municipalidad de Temuco,1726,2,1.62,candidato_sin_verificar
Servicio Agrícola y Ganadero,Subsecretaría de Evaluación Social,1724,1,1.41,artefacto_vus
Subsecretaría de Bienes Nacionales,Servicio de Impuestos Internos,1722,2,2.96,candidato_sin_verificar
Ministerio Público,Fondo Nacional de Salud,1716,1,2.16,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Thomas-Signe Chile S.A,1712,1,1.35,efecto_base_lift_bajo
Universidad de La Frontera,Consejo Nacional de Televisión,1708,1,2.16,candidato_sin_verificar
Ministerio de Salud,Servicio de Salud Araucanía Sur,1708,1,1.39,efecto_base_lift_bajo
E-Sign S.A.,Municipalidad de Quilicura,1706,1,1.45,efecto_base_lift_bajo
Dirección Nacional del Servicio Civil,Senado,1704,1,3.79,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Municipalidad de Santiago,1700,2,6.32,candidato_sin_verificar
Servicio Agrícola y Ganadero,Municipalidad de Temuco,1700,2,1.53,candidato_sin_verificar
Dirección General de Movilización Nacional,Servicio de Impuestos Internos,1695,1,2.51,candidato_sin_verificar
Dirección de Previsión de Carabineros de Chile,Superintendencia de Electricidad y Combustibles,1695,1,1.48,efecto_base_lift_bajo
Dirección General de Movilización Nacional,Subsecretaría de Prevención del Delito,1691,1,3.9,candidato_sin_verificar
Superintendencia de Salud,Subsecretaría de Justicia,1690,1,2.08,candidato_sin_verificar
Ministerio del Medio Ambiente,Subsecretaría de Justicia,1690,1,1.26,efecto_base_lift_bajo
Subsecretaría de Evaluación Social,Subsecretaría de Derechos Humanos,1688,1,1.28,efecto_base_lift_bajo
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Servicio de Salud Maule,1685,1,1.46,efecto_base_lift_bajo
Municipalidad de Las Condes,Superintendencia de Insolvencia y Reemprendimiento,1679,1,2.45,candidato_sin_verificar
Subsecretaría de Telecomunicaciones,Subsecretaría del Trabajo,1679,1,1.99,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Subsecretaría para las Fuerzas Armadas,1674,1,1.81,candidato_sin_verificar
Redin,Servicio Nacional del Patrimonio Cultural,1673,1,1.92,candidato_sin_verificar
Servicio de Impuestos Internos,Dirección del Trabajo,1671,1,2.13,candidato_sin_verificar
Contraloría General de la República,Subsecretaría General de Gobierno,1668,1,18.92,candidato_sin_verificar
Servicio Nacional de Aduanas,Subsecretaría de Justicia,1667,1,2.0,candidato_sin_verificar
Dirección General de Movilización Nacional,Municipalidad de Colina,1664,1,1.98,candidato_sin_verificar
Secretaría de Gobierno Digital,Municipalidad de Vitacura,1664,1,1.35,efecto_base_lift_bajo
Poder Judicial,Instituto Nacional de Derechos Humanos,1661,2,3.39,candidato_sin_verificar
Comisión para el Mercado Financiero,Subsecretaría de Educación,1661,1,1.74,candidato_sin_verificar
Subsecretaría del Trabajo,Subsecretaría de Transportes,1655,1,1.54,candidato_sin_verificar
Subsecretaría de Hacienda,Fondo de Solidaridad e Inversión Social,1654,1,23.32,candidato_sin_verificar
Subsecretaría de Servicios Sociales,Carabineros de Chile,1653,1,1.89,candidato_sin_verificar
Dirección General de Aeronáutica Civil,Fondo Nacional de Salud,1652,2,1.71,candidato_sin_verificar
Subsecretaría de Evaluación Social,Junta Nacional de Jardines Infantiles,1646,2,2.11,candidato_sin_verificar
Servicio de Evaluación Ambiental,Subsecretaría de Salud Pública,1644,1,2.22,candidato_sin_verificar
Subsecretaría de Evaluación Social,Municipalidad de Recoleta,1643,1,5.82,candidato_sin_verificar
Agencia de Calidad de la Educación,Subsecretaría de Salud Pública,1640,2,4.35,candidato_sin_verificar
BPO Advisors SpA,Municipalidad de Antofagasta,1633,1,2.22,candidato_sin_verificar
Hospital Regional de Arica y Parinacota Dr. Juan Noé Crevani,Subsecretaría de Evaluación Social,1631,1,3.96,artefacto_vus
Dirección de Compras y Contratación Pública,Caja de Previsión de la Defensa Nacional,1630,1,1.43,efecto_base_lift_bajo
Municipalidad de Ñuñoa,Subsecretaría de Vivienda y Urbanismo,1630,1,1.28,efecto_base_lift_bajo
Subsecretaría de Desarrollo Regional y Administrativo,AFP Modelo,1624,1,2.7,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Centro de Referencia de Salud de Peñalolén Cordillera Oriente,1624,1,1.48,efecto_base_lift_bajo
Superintendencia de Salud,Certificadora del Sur,1620,1,1.77,candidato_sin_verificar
Subsecretaría de Obras Públicas,Subsecretaría de Salud Pública,1616,1,2.08,candidato_sin_verificar
Instituto de Previsión Social,Servicio de Salud Maule,1615,1,2.0,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Subsecretaría de Bienes Nacionales,1614,2,1.94,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Fuerza Aérea de Chile,1612,1,1.25,efecto_base_lift_bajo
Corporación Nacional de Desarrollo Indígena,Subsecretaría de Desarrollo Regional y Administrativo,1611,1,1.29,efecto_base_lift_bajo
Subsecretaría de Redes Asistenciales,Municipalidad de Padre Hurtado,1605,2,7.04,candidato_sin_verificar
Servicio Nacional del Consumidor,Municipalidad de Padre Hurtado,1604,1,2.36,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Subsecretaría de Derechos Humanos,1599,1,1.37,efecto_base_lift_bajo
Servicio Nacional del Consumidor,Subsecretaría General de la Presidencia de la República,1597,1,2.86,candidato_sin_verificar
Subsecretaría de Justicia,Municipalidad de Puente Alto,1594,1,1.87,candidato_sin_verificar
Servicio Nacional del Patrimonio Cultural,Poder Judicial,1593,1,3.5,candidato_sin_verificar
Dirección del Trabajo,Dirección de Vialidad,1591,1,2.59,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Comisión Administradora del Sistema de Créditos para Estudios Superiores,1587,1,2.03,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Centro de Formación Técnica de la Región de Tarapacá,1585,1,1.37,efecto_base_lift_bajo
Subsecretaría de Justicia,Superintendencia de Insolvencia y Reemprendimiento,1583,1,2.69,candidato_sin_verificar
Servicio de Impuestos Internos,Servicio de Salud Tarapacá,1583,1,1.65,candidato_sin_verificar
Gendarmería de Chile,Dirección General de Movilización Nacional,1580,1,9.2,candidato_sin_verificar
Instituto de Previsión Social,Municipalidad de San Pedro de la Paz,1577,1,1.24,efecto_base_lift_bajo
Servicio de Cooperación Técnica,Servicio Nacional de la Mujer y la Equidad de Género,1573,1,15.59,candidato_sin_verificar
Universidad de La Frontera,Comisión para la Integridad Pública y Transparencia,1568,1,1.46,efecto_base_lift_bajo
Servicio Nacional del Consumidor,docdigital,1567,1,2.51,candidato_sin_verificar
Subsecretaría General de la Presidencia de la República,Junta Nacional de Jardines Infantiles,1566,1,21.29,candidato_sin_verificar
Superintendencia de Salud,Poder Judicial,1563,1,3.46,candidato_sin_verificar
Superintendencia de Electricidad y Combustibles,Subsecretaría de Economía y Empresas de Menor Tamaño,1560,1,4.73,candidato_sin_verificar
Subsecretaría de Transportes,Subsecretaría General de la Presidencia de la República,1559,2,34.96,candidato_sin_verificar
Servicio de Salud Tarapacá,Secretaría de Gobierno Digital,1558,1,13.3,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Servicio Nacional de Aduanas,1556,3,3.5,candidato_sin_verificar
